"Filename","Path","Lifetime Authors","Lifetime Changes","Line Count","Coverage Percentage","Id",""
"fo.js","/home/marczinusd/dev/moment/src/locale/fo.js","4","7","52","100","4d8ed020-2003-4f21-8c7f-2f14375f71a5",""
"uk.js","/home/marczinusd/dev/moment/src/locale/uk.js","7","15","144","94.44444444444444","bb664b42-1f07-4915-aa25-b2ca9a2f07f3",""
"ss.js","/home/marczinusd/dev/moment/src/locale/ss.js","4","8","81","100","4653e44a-f8ec-48f9-8f8b-c35c2e5136be",""
"gl.js","/home/marczinusd/dev/moment/src/locale/gl.js","5","10","69","100","1a6137c1-eb95-443d-aaa8-e012d819e1b1",""
"tzm-latn.js","/home/marczinusd/dev/moment/src/locale/tzm-latn.js","3","6","50","100","edb4977b-eefb-4b2f-8aff-b31f3164a1b3",""
"tlh.js","/home/marczinusd/dev/moment/src/locale/tlh.js","5","8","113","96.66666666666667","dbda7bf6-d169-4f2d-844b-64af4e4d273a",""
"bm.js","/home/marczinusd/dev/moment/src/locale/bm.js","2","3","50","100","33086637-90f0-4446-b717-9b678f58614c",""
"nl-be.js","/home/marczinusd/dev/moment/src/locale/nl-be.js","5","7","80","100","ae05a513-8e0d-4dea-be54-59b189da0c93",""
"sd.js","/home/marczinusd/dev/moment/src/locale/sd.js","2","3","89","100","88cfab76-27b2-465e-b9b9-0d6bfea90774",""
"en-nz.js","/home/marczinusd/dev/moment/src/locale/en-nz.js","5","10","58","100","259cfdcb-0262-48f2-b8b1-621cd9ba3c3f",""
"pt-br.js","/home/marczinusd/dev/moment/src/locale/pt-br.js","8","14","53","100","7a113201-39ee-467d-9259-c510ea5665dc",""
"da.js","/home/marczinusd/dev/moment/src/locale/da.js","6","9","51","100","8603f0b4-16ec-49de-b707-4ca2b305de78",""
"tzm.js","/home/marczinusd/dev/moment/src/locale/tzm.js","3","6","50","100","4b80bb99-f0f8-4cbb-bd64-885a5b92c67c",""
"si.js","/home/marczinusd/dev/moment/src/locale/si.js","5","9","62","100","9fd35de6-8785-482d-becf-58106dbbee4f",""
"fr-ca.js","/home/marczinusd/dev/moment/src/locale/fr-ca.js","6","13","66","100","c7f7920d-6023-4eb0-af65-a5586cde470a",""
"ky.js","/home/marczinusd/dev/moment/src/locale/ky.js","4","5","79","100","f794b2c3-47df-4d79-ba5f-b2196000a2d3",""
"sr-cyrl.js","/home/marczinusd/dev/moment/src/locale/sr-cyrl.js","6","12","102","95.65217391304348","63b2f09d-008c-4a1b-a311-c566d3ebe8d8",""
"pl.js","/home/marczinusd/dev/moment/src/locale/pl.js","9","14","117","88.23529411764706","291630fc-b944-4070-976c-04ed33c55b45",""
"ko.js","/home/marczinusd/dev/moment/src/locale/ko.js","7","12","74","90.9090909090909","ca919006-5608-456f-9d02-ccb67a8a9555",""
"yo.js","/home/marczinusd/dev/moment/src/locale/yo.js","4","5","51","100","7d8ef778-5ef8-44af-901c-ff5cad44639e",""
"ru.js","/home/marczinusd/dev/moment/src/locale/ru.js","9","19","175","90","b8449325-a264-4c1e-b508-325fb1ec2e66",""
"fr-ch.js","/home/marczinusd/dev/moment/src/locale/fr-ch.js","5","10","70","100","6c3282a3-0e46-4b24-92dc-7bfe000f03d9",""
"x-pseudo.js","/home/marczinusd/dev/moment/src/locale/x-pseudo.js","4","6","59","100","bd463d55-672e-4925-bc49-572547e2dec7",""
"el.js","/home/marczinusd/dev/moment/src/locale/el.js","7","12","89","100","cdefdc47-ba5f-447f-a1da-9f0feaf41dbb",""
"th.js","/home/marczinusd/dev/moment/src/locale/th.js","6","11","58","100","68dcd830-8a06-496f-a263-ec5394a05e11",""
